sample_id,split,y_true,centroid_x,centroid_y,centroid_dx_from_center,centroid_dy_from_center,bbox_x0,bbox_x1,bbox_y0,bbox_y1,bbox_width,bbox_height,foreground_fraction
train_0020,train,0,14.10655680624335,12.918228974998001,-1.3934431937566494,-2.5817710250019985,0,32,0,32,32,32,0.384765625
train_0021,train,0,14.334589434876033,12.914441401550354,-1.1654105651239668,-2.585558598449646,0,32,0,32,32,32,0.39453125
train_0022,train,0,14.316628408379389,12.987599853218622,-1.1833715916206113,-2.5124001467813777,0,32,0,32,32,32,0.40625
train_0023,train,0,12.732971497437475,13.378771291999255,-2.7670285025625247,-2.1212287080007446,0,32,0,32,32,32,0.3896484375
train_0024,train,0,14.508743956629246,12.06882657089816,-0.991256043370754,-3.4311734291018396,0,32,0,32,32,32,0.3896484375
train_0025,train,0,12.129622192624078,12.853901651714981,-3.370377807375922,-2.646098348285019,0,31,0,32,31,32,0.32421875
train_0026,train,1,14.956631484469806,10.581991927848327,-0.5433685155301937,-4.9180080721516735,0,32,0,32,32,32,0.3291015625
train_0027,train,1,15.035803257661305,10.135788709645407,-0.4641967423386948,-5.364211290354593,0,32,0,30,32,30,0.361328125
train_0028,train,1,14.66386773837232,10.63041218821595,-0.8361322616276805,-4.869587811784051,0,32,0,32,32,32,0.390625
train_0029,train,1,16.150468027192126,10.694465367340959,0.6504680271921259,-4.805534632659041,0,32,0,32,32,32,0.3330078125
train_0030,train,1,14.854083570179892,11.538343222333157,-0.6459164298201081,-3.9616567776668425,0,32,0,32,32,32,0.240234375
train_0031,train,1,13.69422698557853,12.149250167498106,-1.8057730144214705,-3.3507498325018936,0,32,0,32,32,32,0.2412109375
train_0032,train,1,16.141593008252467,10.953308242406532,0.6415930082524675,-4.546691757593468,0,32,0,32,32,32,0.267578125
train_0033,train,1,15.523352628168421,10.552818759736665,0.02335262816842132,-4.947181240263335,0,32,0,32,32,32,0.3671875
train_0034,train,1,15.943053504264002,10.629885961344542,0.44305350426400203,-4.870114038655458,0,32,0,32,32,32,0.388671875
train_0035,train,1,15.746860936461267,10.947332277976237,0.2468609364612675,-4.552667722023763,0,32,0,32,32,32,0.326171875
train_0036,train,0,15.198877510403861,12.507007858011663,-0.3011224895961391,-2.9929921419883367,0,32,0,32,32,32,0.8251953125
train_0037,train,0,15.662945311353043,11.7755222518697,0.16294531135304346,-3.7244777481302993,0,32,0,32,32,32,0.66015625
train_0038,train,0,15.377193963471854,11.438513977350551,-0.12280603652814648,-4.061486022649449,0,32,0,26,32,26,0.576171875
train_0039,train,0,15.462665838498447,11.1215551312279,-0.037334161501553,-4.3784448687721,0,32,0,23,32,23,0.44140625
train_0040,train,0,15.728842751189209,11.570315120518845,0.22884275118920883,-3.9296848794811545,0,32,0,32,32,32,0.7646484375
train_0041,train,0,15.028552750456791,11.370612650608548,-0.4714472495432087,-4.129387349391452,0,32,0,32,32,32,0.7490234375
train_0042,train,1,13.37781394480217,12.162974237493431,-2.1221860551978295,-3.3370257625065687,0,32,0,32,32,32,0.244140625
train_0043,train,1,17.18119574488942,14.15818862209452,1.6811957448894184,-1.3418113779054792,0,32,0,32,32,32,0.1533203125
train_0044,train,1,17.473098771991932,12.785652149656014,1.973098771991932,-2.7143478503439855,0,32,0,32,32,32,0.255859375
train_0045,train,1,14.58403690175258,11.548937193375533,-0.9159630982474205,-3.951062806624467,0,32,0,32,32,32,0.43359375
train_0046,train,1,16.113006452093238,12.1596344745584,0.6130064520932379,-3.3403655254416,0,32,0,32,32,32,0.35546875
train_0047,train,1,13.648931755562385,11.339530453579906,-1.8510682444376148,-4.160469546420094,0,32,0,31,32,31,0.326171875
train_0048,train,1,15.257841286126563,12.371284339415121,-0.24215871387343668,-3.128715660584879,0,32,0,32,32,32,0.4111328125
train_0049,train,1,14.786437978851934,11.6973540567273,-0.713562021148066,-3.802645943272699,0,32,0,32,32,32,0.3427734375
train_0050,train,1,15.781351624431805,12.29577933551781,0.28135162443180484,-3.2042206644821896,0,32,0,32,32,32,0.267578125
train_0051,train,1,14.87353217278113,14.720233970916807,-0.6264678272188693,-0.7797660290831931,0,32,0,32,32,32,0.1220703125
train_0052,train,1,14.352963243846416,12.661165068132744,-1.1470367561535841,-2.8388349318672557,0,32,0,32,32,32,0.3125
train_0053,train,1,14.91007782090943,11.653511857712601,-0.5899221790905695,-3.8464881422873987,0,32,0,32,32,32,0.2958984375
train_0054,train,0,15.53745289102463,16.9412183522911,0.03745289102463012,1.4412183522910986,2,29,0,32,27,32,0.5380859375
train_0055,train,0,15.836281154867898,17.53519914237305,0.33628115486789767,2.035199142373049,2,29,0,32,27,32,0.51953125
train_0056,train,0,15.348032311991863,16.902453781643334,-0.15196768800813665,1.4024537816433345,2,29,0,32,27,32,0.525390625
train_0057,train,0,16.817130635678076,17.221303025046687,1.317130635678076,1.7213030250466872,4,31,0,32,27,32,0.50390625
train_0058,train,0,16.44690438148732,16.259126955690434,0.9469043814873217,0.7591269556904336,3,30,0,31,27,31,0.5078125
train_0059,train,0,16.688250284745845,16.508816166725133,1.1882502847458447,1.0088161667251327,3,31,0,32,28,32,0.5380859375
train_0060,train,0,16.682894658131918,16.819093228394323,1.182894658131918,1.3190932283943226,3,30,0,32,27,32,0.5205078125
train_0061,train,0,14.823367898329044,16.443555347433765,-0.6766321016709558,0.9435553474337652,2,32,0,31,30,31,0.5068359375
train_0062,train,1,17.607127591980458,17.03686697810557,2.1071275919804577,1.5368669781055715,3,32,0,32,29,32,0.4736328125
train_0063,train,1,19.715404563336335,16.586758880553756,4.215404563336335,1.0867588805537558,4,32,0,32,28,32,0.4580078125
train_0064,train,1,19.37460397476858,16.197873458198423,3.874603974768579,0.6978734581984227,8,32,0,32,24,32,0.314453125
train_0065,train,1,18.95142593926508,17.409821807232085,3.4514259392650786,1.9098218072320847,3,32,0,32,29,32,0.59765625
train_0066,train,1,17.901978374045395,16.850551609453408,2.4019783740453953,1.350551609453408,3,32,0,32,29,32,0.48046875
train_0067,train,1,18.66729476354995,17.030993289673045,3.1672947635499504,1.5309932896730452,2,32,0,32,30,32,0.48046875
train_0068,train,1,19.942971988264713,17.5606597444489,4.442971988264713,2.0606597444488983,9,32,0,32,23,32,0.26953125
train_0069,train,1,18.205086628697472,17.607338448891603,2.7050866286974724,2.1073384488916034,0,32,0,32,32,32,0.4873046875
train_0070,train,1,18.163513446242746,18.124799132952294,2.663513446242746,2.624799132952294,3,32,0,32,29,32,0.4931640625
train_0071,train,1,18.207851409594294,17.48382193964011,2.7078514095942943,1.9838219396401087,3,32,0,32,29,32,0.482421875
train_0072,train,0,14.688711134525109,11.526205257021376,-0.8112888654748911,-3.9737947429786242,0,32,0,32,32,32,0.3447265625
train_0073,train,0,12.448055308441198,14.052383939609426,-3.051944691558802,-1.4476160603905743,0,32,0,32,32,32,0.3505859375
train_0074,train,0,13.75300122593243,12.351293924997949,-1.7469987740675705,-3.1487060750020515,0,32,0,32,32,32,0.42578125
train_0075,train,0,15.10069934972517,12.352603958339062,-0.39930065027482975,-3.1473960416609383,0,32,0,32,32,32,0.3134765625
train_0076,train,1,14.6250535273299,12.446467293548773,-0.8749464726701,-3.053532706451227,0,32,0,32,32,32,0.392578125
train_0077,train,1,12.277005537557422,10.700441850866918,-3.2229944624425784,-4.799558149133082,0,32,0,32,32,32,0.35546875
train_0078,train,1,14.513489696963452,13.284758181765792,-0.9865103030365479,-2.215241818234208,0,32,0,32,32,32,0.4619140625
train_0079,train,1,17.73626348468515,14.143689600204269,2.23626348468515,-1.3563103997957313,0,32,0,32,32,32,0.2998046875
train_0080,train,1,14.8527653623804,15.151713037403262,-0.6472346376196008,-0.3482869625967382,0,32,0,32,32,32,0.2158203125
train_0081,train,0,16.56221956456956,14.740425717780383,1.0622195645695598,-0.7595742822196172,0,32,0,32,32,32,0.5615234375
train_0082,train,0,17.169175487115766,13.957283840776613,1.6691754871157656,-1.542716159223387,0,32,0,32,32,32,0.541015625
train_0083,train,0,17.157541731546857,13.676851745139537,1.657541731546857,-1.8231482548604632,0,32,0,32,32,32,0.4052734375
train_0084,train,0,16.073680281732226,13.761682610177893,0.5736802817322264,-1.7383173898221074,0,32,0,32,32,32,0.552734375
train_0085,train,0,16.090472922707423,13.669672041846562,0.5904729227074235,-1.830327958153438,0,32,0,32,32,32,0.5634765625
train_0086,train,0,16.200468233686596,16.58834820836906,0.7004682336865962,1.0883482083690588,0,32,0,32,32,32,0.4501953125
train_0087,train,0,18.565846101321746,15.032677935949405,3.065846101321746,-0.4673220640505953,0,32,0,32,32,32,0.10546875
train_0088,train,0,18.518668246050446,14.105889376339656,3.0186682460504457,-1.3941106236603442,0,32,0,32,32,32,0.552734375
train_0089,train,0,18.136721106352667,14.223899810820205,2.6367211063526668,-1.276100189179795,0,32,0,32,32,32,0.3349609375
train_0090,train,0,16.272323009409654,15.235428696816049,0.7723230094096536,-0.26457130318395095,0,32,0,32,32,32,0.5634765625
train_0091,train,1,16.863151766092546,16.88676514874685,1.363151766092546,1.38676514874685,0,32,0,32,32,32,0.46484375
train_0092,train,1,16.580508725816365,17.5935216674415,1.0805087258163653,2.0935216674415003,0,32,7,32,32,25,0.373046875
train_0093,train,1,16.101748245386457,17.80669721377652,0.6017482453864567,2.30669721377652,0,32,0,32,32,32,0.6796875
train_0094,train,1,16.33487011730469,17.41589081965883,0.8348701173046891,1.9158908196588307,0,32,0,32,32,32,0.611328125
train_0095,train,1,16.306569447907794,18.632068379623153,0.8065694479077941,3.1320683796231528,0,32,0,32,32,32,0.3701171875
train_0096,train,1,15.09092326916622,18.583030747377524,-0.40907673083377993,3.0830307473775242,0,32,0,32,32,32,0.498046875
train_0097,train,1,16.887509099790286,18.062645374103386,1.387509099790286,2.5626453741033863,0,32,6,32,32,26,0.4814453125
train_0098,train,1,16.380883890207453,17.89066825448113,0.8808838902074534,2.390668254481131,0,32,0,32,32,32,0.3076171875
train_0099,train,0,13.16856267982174,16.21057349727719,-2.33143732017826,0.7105734972771884,0,32,0,32,32,32,0.251953125
train_0100,train,0,12.000240848261292,15.733909033481972,-3.499759151738708,0.23390903348197156,0,32,0,32,32,32,0.25390625
train_0101,train,0,12.164833345516962,15.896867479749837,-3.3351666544830376,0.3968674797498366,0,32,0,32,32,32,0.2587890625
train_0102,train,0,10.841065780354784,16.214987950587318,-4.658934219645216,0.714987950587318,0,32,0,32,32,32,0.2001953125
train_0103,train,0,12.226845357536083,16.377125031729236,-3.2731546424639166,0.8771250317292356,0,32,0,32,32,32,0.2333984375
train_0104,train,0,11.351212017085073,15.89091389667628,-4.148787982914927,0.3909138966762793,0,32,0,32,32,32,0.216796875
train_0105,train,0,11.16394077006817,16.245882635096958,-4.336059229931831,0.7458826350969581,0,32,0,32,32,32,0.2373046875
train_0106,train,0,11.945915051072161,16.133154729147474,-3.554084948927839,0.6331547291474742,0,32,0,32,32,32,0.2353515625
train_0107,train,0,12.243074845087598,14.906365741052022,-3.256925154912402,-0.5936342589479775,0,29,0,32,29,32,0.2646484375
train_0108,train,1,13.745761219464825,12.789947996721956,-1.7542387805351751,-2.7100520032780437,0,32,0,32,32,32,0.4111328125
train_0109,train,1,14.993743973474796,12.690166528068913,-0.5062560265252039,-2.8098334719310873,0,32,0,32,32,32,0.37890625
train_0110,train,1,15.021813746924709,12.240175780402819,-0.4781862530752914,-3.2598242195971814,0,32,0,32,32,32,0.435546875
train_0111,train,1,14.908322481657075,12.57298208385144,-0.5916775183429248,-2.9270179161485608,0,32,0,32,32,32,0.3671875
train_0112,train,1,14.836027735199611,14.489140959078975,-0.663972264800389,-1.0108590409210247,0,32,0,32,32,32,0.3671875
train_0113,train,0,15.753065891423937,10.10606674451327,0.25306589142393676,-5.393933255486729,0,32,0,27,32,27,0.416015625
train_0114,train,0,15.348214157355544,9.901528185044338,-0.15178584264445583,-5.598471814955662,0,32,0,25,32,25,0.3544921875
train_0115,train,0,15.457183897411245,10.07194401182554,-0.042816102588755456,-5.42805598817446,0,32,0,26,32,26,0.3974609375
train_0116,train,0,15.562948597566287,10.135799941980062,0.06294859756628668,-5.364200058019938,0,32,0,26,32,26,0.390625
train_0117,train,0,15.434816886596229,10.48185581425805,-0.06518311340377103,-5.018144185741949,0,32,0,32,32,32,0.466796875
train_0118,train,0,15.374377864745655,10.796555788443172,-0.1256221352543445,-4.703444211556828,0,32,0,30,32,30,0.5146484375
train_0119,train,0,15.622492824033126,10.380445512170443,0.12249282403312556,-5.119554487829557,0,32,0,32,32,32,0.4443359375
train_0120,train,0,15.729509138346355,10.432579988075148,0.229509138346355,-5.0674200119248525,0,32,0,32,32,32,0.4658203125
train_0121,train,0,16.10077405541235,10.84621245018546,0.6007740554123515,-4.65378754981454,0,32,0,32,32,32,0.4716796875
train_0122,train,0,16.603202624404453,10.788698660272026,1.103202624404453,-4.711301339727974,0,32,0,30,32,30,0.4599609375
train_0123,train,0,15.733148171868736,10.682824293011974,0.23314817186873604,-4.817175706988026,0,32,0,32,32,32,0.4482421875
train_0124,train,0,14.232918191550596,10.504089350579264,-1.2670818084494044,-4.995910649420736,0,32,0,32,32,32,0.3623046875
train_0125,train,0,14.193497114432347,11.073380471795925,-1.306502885567653,-4.426619528204075,0,32,0,32,32,32,0.41015625
train_0126,train,0,16.218055112780437,10.974442603698156,0.7180551127804371,-4.525557396301844,0,32,0,29,32,29,0.224609375
train_0127,train,0,16.471353469540883,11.363822297541757,0.9713534695408832,-4.136177702458243,0,32,0,31,32,31,0.216796875
train_0128,train,0,15.932987974259687,11.535456461525209,0.43298797425968694,-3.964543538474791,0,32,0,32,32,32,0.2998046875
train_0129,train,0,16.780740975886967,11.278462147773496,1.2807409758869674,-4.221537852226504,0,32,0,29,32,29,0.1875
train_0130,train,0,16.08268204130606,11.814460505189638,0.5826820413060609,-3.685539494810362,0,32,0,32,32,32,0.3134765625
train_0131,train,0,16.933931705947025,11.845702092247675,1.4339317059470247,-3.6542979077523245,0,32,0,32,32,32,0.2060546875
train_0132,train,0,17.224917912722653,11.665860530057643,1.7249179127226526,-3.8341394699423574,0,32,0,28,32,28,0.1982421875
train_0133,train,0,20.47063916396376,13.199167453268608,4.97063916396376,-2.3008325467313924,0,32,0,32,32,32,0.298828125
train_0134,train,0,15.505439023828353,10.179374088432594,0.005439023828353484,-5.320625911567406,0,32,0,26,32,26,0.4072265625
train_0135,train,0,15.049407739900586,9.928159250040547,-0.45059226009941433,-5.571840749959453,0,32,0,27,32,27,0.4423828125
train_0136,train,1,16.87206016395086,12.75332661296697,1.3720601639508594,-2.746673387033031,0,32,0,32,32,32,0.18359375
train_0137,train,1,12.690540694522769,12.192026668735691,-2.8094593054772314,-3.307973331264309,0,32,0,32,32,32,0.310546875
train_0138,train,1,14.883671335099013,11.440870493579919,-0.6163286649009869,-4.059129506420081,0,32,0,32,32,32,0.3056640625
train_0139,train,1,15.942768440560366,11.256746128969683,0.442768440560366,-4.243253871030317,0,32,0,31,32,31,0.267578125
train_0140,train,1,14.349395842106523,12.234441039153513,-1.1506041578934774,-3.2655589608464872,0,32,0,30,32,30,0.2158203125
train_0141,train,1,15.076230290028409,13.110816588649284,-0.4237697099715909,-2.389183411350716,0,32,0,32,32,32,0.158203125
train_0142,train,1,14.8154576243149,11.687057786863486,-0.6845423756850995,-3.8129422131365143,0,32,0,29,32,29,0.33203125
train_0143,train,1,15.930012996681677,11.843296469800876,0.43001299668167725,-3.656703530199124,0,32,0,29,32,29,0.240234375
train_0144,train,1,16.64263552537027,12.711903785018755,1.1426355253702702,-2.7880962149812447,0,32,0,29,32,29,0.16796875
train_0145,train,0,13.97133350207419,12.516236203892255,-1.5286664979258102,-2.983763796107745,0,32,0,32,32,32,0.259765625
train_0146,train,0,14.615710254679785,12.90151085428638,-0.8842897453202152,-2.5984891457136197,0,32,0,32,32,32,0.376953125
train_0147,train,0,14.77478367337509,12.793777705871088,-0.7252163266249099,-2.706222294128912,0,32,0,32,32,32,0.2919921875
train_0148,train,0,13.478531042812625,13.053627270401545,-2.021468957187375,-2.4463727295984548,0,32,0,32,32,32,0.2373046875
train_0149,train,0,14.83224391359238,13.957096375481466,-0.6677560864076195,-1.5429036245185337,0,32,0,32,32,32,0.41796875
train_0150,train,0,15.94027197232749,12.865318780324182,0.4402719723274906,-2.6346812196758176,0,32,0,32,32,32,0.3125
train_0151,train,0,14.988234446323462,12.553507835177424,-0.511765553676538,-2.946492164822576,0,32,0,32,32,32,0.291015625
train_0152,train,0,15.09442211808127,12.794739710045306,-0.40557788191872923,-2.705260289954694,0,32,0,32,32,32,0.2431640625
train_0153,train,0,15.20465151166368,13.507952614334657,-0.29534848833631955,-1.9920473856653427,0,32,0,32,32,32,0.29296875
train_0154,train,0,15.525418262661319,13.450145681497855,0.025418262661318636,-2.0498543185021454,0,32,0,32,32,32,0.2998046875
train_0155,train,0,14.536165724263451,13.84825749604238,-0.9638342757365486,-1.6517425039576192,0,32,0,32,32,32,0.6064453125
train_0156,train,0,16.015799572031007,13.662817813655996,0.5157995720310069,-1.8371821863440037,0,32,0,32,32,32,0.470703125
train_0157,train,0,15.581259783807244,13.635857432124743,0.08125978380724419,-1.8641425678752572,0,32,0,32,32,32,0.330078125
train_0158,train,0,15.586258583660527,13.62860105366251,0.08625858366052697,-1.8713989463374894,0,32,0,32,32,32,0.419921875
train_0159,train,0,14.98379299414646,13.57272061548268,-0.5162070058535395,-1.9272793845173197,0,32,0,32,32,32,0.3271484375
train_0160,train,0,13.719091506722412,11.848257952918967,-1.7809084932775878,-3.651742047081033,0,32,0,32,32,32,0.3125
train_0161,train,0,14.12441008607421,12.829935372139001,-1.3755899139257899,-2.6700646278609987,0,32,0,32,32,32,0.232421875
train_0162,train,1,17.863746793487095,13.810645422984535,2.3637467934870955,-1.6893545770154645,0,32,0,32,32,32,0.1708984375
train_0163,train,1,16.102710359346016,13.905851503706948,0.6027103593460161,-1.5941484962930517,0,32,0,32,32,32,0.3720703125
train_0164,train,1,14.97955785297032,14.13663337962206,-0.5204421470296801,-1.3633666203779402,0,32,0,32,32,32,0.359375
train_0165,train,1,15.066025601982437,12.699009669464228,-0.433974398017563,-2.8009903305357717,0,32,0,32,32,32,0.3486328125
train_0166,train,1,15.153730419071024,12.223559322292173,-0.34626958092897553,-3.2764406777078268,0,32,0,32,32,32,0.341796875
train_0167,train,1,14.652308104909011,12.917917268876595,-0.8476918950909891,-2.582082731123405,0,32,0,32,32,32,0.419921875
train_0168,train,1,14.957770783612514,11.731000611726962,-0.5422292163874864,-3.7689993882730377,0,32,0,32,32,32,0.4296875
train_0169,train,1,15.985723145673985,12.116821463606223,0.485723145673985,-3.3831785363937765,0,32,0,32,32,32,0.3564453125
train_0170,train,0,17.203289518339588,11.451183434157802,1.703289518339588,-4.048816565842198,0,32,0,32,32,32,0.5224609375
train_0171,train,0,17.804791844945687,12.584393200560427,2.3047918449456866,-2.9156067994395727,0,32,0,31,32,31,0.5732421875
train_0172,train,0,18.58912441653682,10.756526435313582,3.0891244165368192,-4.743473564686418,0,32,0,32,32,32,0.3671875
train_0173,train,0,18.661020720032482,11.706976232868866,3.1610207200324822,-3.7930237671311335,0,32,0,32,32,32,0.4970703125
train_0174,train,0,18.544341810372895,11.939589569521322,3.044341810372895,-3.5604104304786777,0,32,0,32,32,32,0.513671875
train_0175,train,0,18.325718739059777,11.922287771169563,2.825718739059777,-3.5777122288304373,0,32,0,32,32,32,0.541015625
train_0176,train,0,18.34589669739973,11.878132375194106,2.8458966973997306,-3.621867624805894,0,32,0,32,32,32,0.5634765625
train_0177,train,0,18.291012538021867,12.033166819172122,2.7910125380218673,-3.4668331808278783,0,32,0,31,32,31,0.54296875
train_0178,train,1,17.814296231180762,17.796475945872267,2.314296231180762,2.2964759458722668,0,32,3,32,32,29,0.6357421875
train_0179,train,1,17.653231034592892,18.386128670777566,2.153231034592892,2.886128670777566,0,32,5,32,32,27,0.646484375
train_0180,train,1,18.279719178797727,18.11691589992403,2.779719178797727,2.616915899924031,0,32,4,32,32,28,0.529296875
train_0181,train,1,19.066447824417256,18.197795772697653,3.5664478244172564,2.6977957726976527,0,32,6,32,32,26,0.353515625
train_0182,train,1,18.557277329303236,18.132492573597233,3.0572773293032363,2.632492573597233,0,32,5,32,32,27,0.49609375
train_0183,train,1,19.36260462700692,18.353363858848468,3.8626046270069203,2.8533638588484678,12,32,0,32,20,32,0.3427734375
train_0184,train,1,18.00539327053953,18.265620794641524,2.5053932705395283,2.7656207946415243,0,32,4,32,32,28,0.7216796875
train_0185,train,1,17.173761262102264,17.99298072656605,1.6737612621022642,2.4929807265660493,0,32,0,32,32,32,0.630859375
train_0186,train,1,19.81224267943254,17.31510289491012,4.31224267943254,1.815102894910119,13,32,5,32,19,27,0.29296875
train_0187,train,1,19.475744258620384,18.338371737627384,3.9757442586203844,2.8383717376273836,17,32,6,32,15,26,0.2041015625
train_0188,train,1,17.64862437513599,17.589425452871165,2.1486243751359915,2.089425452871165,0,32,0,32,32,32,0.7490234375
train_0189,train,1,18.638898889394543,16.979397840635194,3.138898889394543,1.479397840635194,6,32,0,30,26,30,0.3974609375
train_0190,train,1,18.22925586146746,16.796264028760486,2.729255861467461,1.2962640287604863,0,32,3,32,32,29,0.6298828125
train_0191,train,1,18.270434474088464,16.673450661203656,2.7704344740884643,1.1734506612036562,0,32,3,32,32,29,0.5830078125
train_0192,train,0,15.502637781503429,12.889764762314257,0.002637781503429082,-2.6102352376857425,0,32,0,32,32,32,0.3662109375
train_0193,train,0,16.25510963965918,13.013617963500172,0.7551096396591817,-2.486382036499828,0,32,0,32,32,32,0.3212890625
train_0194,train,0,16.31358555365806,12.446671255110235,0.8135855536580614,-3.0533287448897646,0,32,0,32,32,32,0.3828125
train_0195,train,0,16.013153015666965,11.712331257816505,0.5131530156669655,-3.787668742183495,0,32,0,32,32,32,0.4326171875
train_0196,train,0,15.761437390681813,12.286977546383632,0.26143739068181304,-3.213022453616368,0,32,0,32,32,32,0.458984375
train_0197,train,0,14.468191724964168,11.901844259664133,-1.0318082750358322,-3.5981557403358675,0,32,0,32,32,32,0.443359375
train_0198,train,0,14.83810321723721,12.02730786173756,-0.6618967827627902,-3.47269213826244,0,32,0,32,32,32,0.4150390625
train_0199,train,0,16.39683353554139,13.281449333751008,0.8968335355413899,-2.2185506662489924,0,32,0,32,32,32,0.427734375
train_0200,train,0,16.47457521864595,13.026250956702084,0.9745752186459491,-2.473749043297916,0,32,0,32,32,32,0.4052734375
train_0201,train,0,15.379117258249746,12.413095622345462,-0.12088274175025404,-3.0869043776545375,0,32,0,32,32,32,0.3779296875
train_0202,train,0,17.04543668185915,13.857635073178074,1.545436681859151,-1.6423649268219265,0,32,0,32,32,32,0.345703125
train_0203,train,0,15.14295475635502,13.23924120613047,-0.35704524364497914,-2.2607587938695293,0,32,0,32,32,32,0.2724609375
train_0204,train,0,16.537139007342798,12.940081399818723,1.0371390073427982,-2.559918600181277,0,32,0,32,32,32,0.3466796875
train_0205,train,0,14.81393187830882,12.806432870484613,-0.6860681216911804,-2.6935671295153867,0,32,0,32,32,32,0.3095703125
train_0206,train,0,16.642760277847938,14.439443290263434,1.1427602778479375,-1.0605567097365665,0,32,0,32,32,32,0.3603515625
train_0207,train,0,16.99450434842784,13.151323708887928,1.4945043484278386,-2.3486762911120724,0,32,0,32,32,32,0.349609375
train_0208,train,0,16.699644930447537,14.493147087984916,1.199644930447537,-1.0068529120150842,0,32,0,32,32,32,0.3349609375
train_0209,train,0,15.690117653003089,13.203451652201796,0.1901176530030888,-2.296548347798204,0,32,0,32,32,32,0.2744140625
train_0210,train,0,16.487938252295827,13.339077242332326,0.9879382522958267,-2.1609227576676737,0,32,0,32,32,32,0.3544921875
train_0211,train,0,15.63839643633137,12.818054070742212,0.13839643633136944,-2.681945929257788,0,32,0,32,32,32,0.33984375
train_0212,train,0,15.306944319070828,12.667982120606368,-0.1930556809291719,-2.832017879393632,0,32,0,32,32,32,0.3046875
train_0213,train,0,16.072876861590608,13.097517146821778,0.5728768615906077,-2.4024828531782223,0,32,0,32,32,32,0.330078125
train_0214,train,0,16.16191333588764,12.68661631061354,0.6619133358876397,-2.8133836893864608,0,32,0,32,32,32,0.341796875
train_0215,train,0,15.4220223814948,12.571743683797306,-0.07797761850519969,-2.9282563162026936,0,32,0,32,32,32,0.3447265625
train_0216,train,0,16.99001569419137,13.713291205096029,1.4900156941913707,-1.786708794903971,0,32,0,32,32,32,0.3046875
train_0217,train,0,16.729925031901036,12.878035270142696,1.2299250319010362,-2.6219647298573037,0,32,0,32,32,32,0.33203125
train_0218,train,0,15.877487492109108,12.78403263446735,0.3774874921091076,-2.7159673655326504,0,32,0,32,32,32,0.32421875
train_0219,train,0,16.46934178667653,13.7650073959831,0.9693417866765301,-1.7349926040169006,0,32,0,32,32,32,0.3447265625
train_0220,train,0,15.961236652469855,12.916175791632634,0.46123665246985546,-2.583824208367366,0,32,0,32,32,32,0.341796875
train_0221,train,0,16.01634209682003,13.119395989400449,0.5163420968200292,-2.3806040105995514,0,32,0,32,32,32,0.2978515625
