global_index,sample_id,split,label,detected,score,x,y,w,h,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,left_mouth_x,left_mouth_y,right_mouth_x,right_mouth_y
21,train_0021,train,0,1,0.8395134210586548,14.775917053222656,8.615875244140625,223.60108947753906,242.29434204101562,77.52888488769531,95.18051147460938,161.55508422851562,108.57389831542969,106.58622741699219,148.728271484375,71.548828125,190.3351287841797,135.00022888183594,201.54708862304688
22,train_0022,train,0,1,0.8857521414756775,13.159782409667969,6.729835510253906,232.10643005371094,248.6980743408203,87.83605194091797,94.7531509399414,182.17001342773438,120.86335754394531,120.89849853515625,161.22999572753906,67.19662475585938,195.97860717773438,137.16357421875,218.30569458007812
23,train_0023,train,0,1,0.7463512420654297,16.71875,17.759422302246094,230.45858764648438,238.20909118652344,78.77912902832031,100.29429626464844,164.42750549316406,111.40280151367188,108.71038818359375,151.30271911621094,74.74873352050781,194.75048828125,139.13079833984375,204.2745361328125
24,train_0024,train,0,1,0.8963608145713806,14.48455810546875,3.93310546875,229.33132934570312,244.0423126220703,83.71788787841797,86.44873046875,181.5897674560547,105.26372528076172,120.03778076171875,149.3415985107422,70.20199584960938,188.62908935546875,147.39659118652344,204.62457275390625
25,train_0025,train,0,1,0.8473196625709534,8.4752197265625,10.521873474121094,230.5321807861328,240.95066833496094,61.78434753417969,89.14286804199219,150.87196350097656,106.30415344238281,80.42999267578125,147.26535034179688,54.687747955322266,191.04443359375,118.25827026367188,206.1589813232422
26,train_0026,train,1,1,0.910849928855896,17.649124145507812,10.220382690429688,233.34237670898438,240.39028930664062,76.40489196777344,113.1706771850586,187.94857788085938,122.2528305053711,121.70313262939453,180.47488403320312,77.43060302734375,215.5363311767578,163.25653076171875,224.27859497070312
27,train_0027,train,1,1,0.8943847417831421,19.525421142578125,14.221931457519531,231.87295532226562,232.9921417236328,88.50810241699219,120.49939727783203,191.17578125,133.84129333496094,133.7759552001953,184.12518310546875,83.99284362792969,214.5278778076172,160.3110809326172,226.90257263183594
28,train_0028,train,1,1,0.8120915293693542,17.067230224609375,14.706794738769531,234.39517211914062,230.5050506591797,83.61167907714844,118.39411926269531,171.90428161621094,131.17974853515625,113.13507843017578,179.0030975341797,80.17406463623047,210.05795288085938,144.58963012695312,221.67459106445312
29,train_0029,train,1,1,0.8517554998397827,16.233810424804688,13.226676940917969,225.442138671875,236.8137969970703,93.51605224609375,111.2629165649414,185.63088989257812,130.02291870117188,132.0330810546875,175.34835815429688,77.70655059814453,204.7274932861328,149.1046905517578,221.719970703125
30,train_0030,train,1,1,0.8960030674934387,18.002578735351562,13.880317687988281,225.81964111328125,240.6422576904297,79.21498107910156,111.15214538574219,177.54409790039062,121.19402313232422,118.41300201416016,170.8896942138672,75.5611572265625,206.1038818359375,153.3635711669922,215.14218139648438
31,train_0031,train,1,1,0.8876581192016602,18.406845092773438,28.01538848876953,219.98764038085938,227.95118713378906,43.39729309082031,121.50519561767578,134.16331481933594,123.60486602783203,59.298316955566406,176.6044921875,55.73252487182617,216.0198974609375,123.80448913574219,217.29502868652344
32,train_0032,train,1,1,0.8924677968025208,18.823699951171875,11.484649658203125,217.78289794921875,242.0162353515625,80.06257629394531,108.65188598632812,177.92913818359375,122.52657318115234,118.47383880615234,171.4647674560547,73.49081420898438,208.84910583496094,147.38934326171875,221.67713928222656
33,train_0033,train,1,1,0.9010720252990723,23.910675048828125,15.378395080566406,213.93359375,233.3401641845703,80.93367767333984,117.73367309570312,176.66322326660156,127.22672271728516,119.58139038085938,177.450927734375,81.31774139404297,208.2755126953125,155.65573120117188,216.42001342773438
34,train_0034,train,1,1,0.9163636565208435,16.38739013671875,13.569580078125,219.37039184570312,244.67227172851562,72.15083312988281,107.21636199951172,171.4964141845703,114.91450500488281,110.68345642089844,165.86114501953125,71.89649963378906,202.29608154296875,153.50357055664062,209.23045349121094
35,train_0035,train,1,1,0.9161442518234253,20.04998779296875,13.442291259765625,215.5852508544922,244.05191040039062,69.9913558959961,105.06007385253906,164.58642578125,103.27153015136719,111.06598663330078,155.7747802734375,82.77698516845703,201.71206665039062,156.11500549316406,199.92160034179688
36,train_0036,train,0,1,0.9195241332054138,18.636001586914062,2.9847488403320312,228.77587890625,248.54930114746094,74.83463287353516,120.29914093017578,181.23751831054688,127.2137680053711,121.2972640991211,182.52398681640625,77.402587890625,215.00970458984375,160.10406494140625,221.06155395507812
37,train_0037,train,0,1,0.9200804829597473,16.855880737304688,4.688041687011719,227.17971801757812,245.78659057617188,84.19682312011719,113.378662109375,184.85671997070312,117.9341812133789,136.2327880859375,172.5434112548828,89.62217712402344,205.24993896484375,168.87939453125,209.17391967773438
38,train_0038,train,0,1,0.9189125895500183,21.62005615234375,6.139312744140625,223.40924072265625,246.14889526367188,80.18698120117188,118.52580261230469,183.8191375732422,125.96114349365234,126.21784973144531,179.0229034423828,82.39761352539062,213.09231567382812,163.41928100585938,219.6492156982422
39,train_0039,train,0,1,0.9085192084312439,17.485595703125,12.168701171875,215.51751708984375,243.99710083007812,79.74905395507812,111.44886016845703,169.84034729003906,109.46440124511719,127.28546905517578,160.57022094726562,91.11271667480469,202.29347229003906,161.1312713623047,200.524169921875
40,train_0040,train,0,1,0.9168403148651123,15.578315734863281,10.110244750976562,212.76332092285156,242.43765258789062,72.92461395263672,115.40158081054688,164.5960235595703,113.41963195800781,119.06181335449219,168.5054931640625,85.32366943359375,211.57992553710938,153.5238037109375,209.4767303466797
41,train_0041,train,0,1,0.9010810256004333,22.927268981933594,20.498207092285156,203.7315216064453,230.49330139160156,72.25377655029297,122.69905853271484,159.06512451171875,128.0783233642578,106.52342987060547,172.50074768066406,75.96418762207031,206.12677001953125,141.19000244140625,210.4549560546875
42,train_0042,train,1,1,0.9165120720863342,22.687820434570312,4.68414306640625,226.66229248046875,248.347900390625,78.34196472167969,101.83856201171875,180.85528564453125,102.67265319824219,123.10499572753906,159.03567504882812,87.51332092285156,201.4534454345703,169.33616638183594,202.0865936279297
43,train_0043,train,1,1,0.9173747897148132,16.643028259277344,2.5701751708984375,226.02354431152344,248.5142822265625,90.35475158691406,108.0318832397461,191.50296020507812,111.26344299316406,147.63726806640625,171.4821014404297,95.91986846923828,208.2979736328125,173.21490478515625,211.44236755371094
44,train_0044,train,1,1,0.8982064723968506,24.145553588867188,14.139739990234375,205.49349975585938,237.99456787109375,113.32504272460938,105.14265441894531,192.69590759277344,115.05915832519531,167.86767578125,163.38165283203125,111.27149963378906,192.9847412109375,169.78848266601562,201.4993896484375
45,train_0045,train,1,1,0.8291210532188416,21.1937255859375,30.987106323242188,203.55535888671875,219.47586059570312,88.76339721679688,125.80377960205078,160.62196350097656,134.42335510253906,122.29358673095703,175.28672790527344,89.99566650390625,201.74859619140625,140.0897216796875,210.04791259765625
46,train_0046,train,1,1,0.9152083396911621,22.174606323242188,10.462814331054688,207.2723388671875,243.7269287109375,81.20072937011719,114.60530090332031,171.72869873046875,113.60894775390625,129.27377319335938,168.39894104003906,93.23149871826172,203.575439453125,162.21160888671875,202.90560913085938
47,train_0047,train,1,1,0.9222167134284973,22.629920959472656,4.059806823730469,218.3612518310547,253.94227600097656,71.89274597167969,99.62200927734375,175.8362579345703,97.34159088134766,117.60603332519531,154.94151306152344,83.21279907226562,195.04779052734375,171.75155639648438,193.58221435546875
48,train_0048,train,1,1,0.8876977562904358,29.01714324951172,12.369094848632812,201.02003479003906,236.05072021484375,82.37637329101562,110.70556640625,171.20556640625,117.24105834960938,120.633544921875,164.29403686523438,82.75392150878906,198.329833984375,150.8758544921875,204.8047332763672
49,train_0049,train,1,1,0.9015491008758545,17.50518798828125,5.268951416015625,227.70919799804688,248.53128051757812,79.18365478515625,102.8348159790039,181.834228515625,105.06893920898438,127.4518051147461,159.54507446289062,85.62151336669922,199.82846069335938,169.88999938964844,201.65200805664062
50,train_0050,train,1,1,0.9226345419883728,18.139381408691406,12.433357238769531,212.1418914794922,241.4079132080078,73.60310363769531,94.44903564453125,165.85154724121094,105.47152709960938,107.45506286621094,154.53099060058594,71.41626739501953,192.4009552001953,142.10177612304688,202.1201171875
51,train_0051,train,1,1,0.9334592819213867,27.75598907470703,7.0503387451171875,217.69615173339844,250.96060180664062,83.73927307128906,110.89289855957031,182.1964569091797,112.9555892944336,130.7649688720703,168.65675354003906,90.67548370361328,205.9668426513672,167.18331909179688,207.85104370117188
52,train_0052,train,1,1,0.8738601803779602,32.48633575439453,16.21184539794922,202.14881896972656,235.45753479003906,85.19570922851562,107.6417465209961,174.2073974609375,110.53240203857422,124.64506530761719,156.04217529296875,90.04470825195312,192.56005859375,161.56394958496094,195.23208618164062
53,train_0053,train,1,1,0.9202243685722351,18.148681640625,4.258781433105469,223.91757202148438,249.44285583496094,80.14851379394531,100.8447265625,180.2571563720703,102.60591888427734,127.99471282958984,157.88702392578125,86.96061706542969,200.26864624023438,165.32681274414062,201.71810913085938
54,train_0054,train,0,1,0.9414358735084534,23.712440490722656,10.480155944824219,209.19874572753906,248.95887756347656,79.5884780883789,92.52388000488281,178.0750732421875,93.62181091308594,127.02401733398438,145.76153564453125,84.89179229736328,189.81690979003906,170.58779907226562,191.07644653320312
55,train_0055,train,0,1,0.9403878450393677,26.101219177246094,13.313697814941406,209.07835388183594,245.1717071533203,79.8424072265625,96.19824981689453,178.91127014160156,96.33555603027344,129.21949768066406,149.9115447998047,86.64713287353516,195.2344970703125,170.0391845703125,196.25485229492188
56,train_0056,train,0,1,0.9320600628852844,19.821624755859375,7.42864990234375,216.51791381835938,240.38409423828125,82.88136291503906,82.33564758300781,179.8234405517578,91.06521606445312,125.74919891357422,137.09275817871094,79.33984375,179.1810760498047,161.02191162109375,187.3894805908203
57,train_0057,train,0,1,0.9276015758514404,24.529617309570312,14.319931030273438,217.151611328125,238.83316040039062,95.1437759399414,86.52207946777344,190.6181640625,93.67391204833984,143.77020263671875,140.63690185546875,92.96260833740234,182.46524047851562,174.6448974609375,189.51986694335938
58,train_0058,train,0,1,0.9369105100631714,24.305908203125,8.006500244140625,219.30099487304688,241.9384765625,86.77290344238281,74.96867370605469,185.0801544189453,76.49427795410156,134.15463256835938,127.53426361083984,90.5557632446289,173.42233276367188,175.7196044921875,175.46408081054688
59,train_0059,train,0,1,0.9344990849494934,24.98871612548828,7.197044372558594,219.0678253173828,250.33116149902344,92.17619323730469,75.56437683105469,189.78060913085938,82.77316284179688,139.28382873535156,131.2393341064453,90.51366424560547,176.97708129882812,175.18377685546875,183.16781616210938
60,train_0060,train,0,1,0.928103506565094,24.73188018798828,11.654754638671875,220.2096710205078,247.775634765625,93.43824768066406,78.59227752685547,192.5940704345703,85.73999786376953,141.30703735351562,135.73851013183594,90.66204833984375,180.2589111328125,176.16354370117188,187.38172912597656
61,train_0061,train,0,1,0.9366819858551025,16.467201232910156,4.613121032714844,204.8265380859375,238.81004333496094,84.00086975097656,77.03341674804688,173.37767028808594,87.93634796142578,127.91942596435547,131.81033325195312,76.92984771728516,171.05450439453125,151.58584594726562,181.3357391357422
62,train_0062,train,1,1,0.9219183921813965,16.20018768310547,12.542678833007812,212.1432342529297,229.8433380126953,72.71250915527344,79.98297119140625,166.77432250976562,77.79932403564453,119.51947021484375,125.60916137695312,81.52601623535156,174.88299560546875,162.58511352539062,171.99920654296875
63,train_0063,train,1,1,0.9176200032234192,21.821929931640625,11.002593994140625,231.59927368164062,246.98995971679688,80.43342590332031,75.1218032836914,185.1036376953125,71.06005096435547,132.57493591308594,125.08834075927734,92.49845886230469,181.30426025390625,178.2737274169922,176.60647583007812
64,train_0064,train,1,1,0.9083296656608582,15.954360961914062,18.278541564941406,231.44943237304688,243.34144592285156,87.30463409423828,83.12500762939453,183.305419921875,83.0338134765625,139.37252807617188,133.90789794921875,98.76875305175781,189.6567840576172,173.18240356445312,188.38568115234375
65,train_0065,train,1,1,0.913420557975769,21.779075622558594,9.759757995605469,235.7138214111328,253.40919494628906,80.14615631103516,86.51590728759766,185.74746704101562,77.67752075195312,136.46182250976562,138.46836853027344,93.84611511230469,193.30519104003906,184.02252197265625,185.4956817626953
66,train_0066,train,1,1,0.9234826564788818,19.65984344482422,11.748779296875,219.5029754638672,236.87258911132812,77.32353973388672,84.03326416015625,182.08389282226562,85.30582427978516,128.60482788085938,137.4868927001953,81.23745727539062,182.16567993164062,172.24981689453125,183.94786071777344
67,train_0067,train,1,1,0.9305497407913208,10.256668090820312,2.5409774780273438,235.7939453125,250.97047424316406,73.09196472167969,78.53242492675781,182.51382446289062,79.11087799072266,129.22109985351562,138.4540252685547,80.87301635742188,188.24224853515625,172.952880859375,188.38772583007812
68,train_0068,train,1,1,0.9129443168640137,18.10688018798828,11.476707458496094,238.00767517089844,247.6673126220703,85.19210815429688,97.11073303222656,190.73680114746094,95.68034362792969,142.34815979003906,151.06088256835938,95.50715637207031,198.25857543945312,181.568603515625,196.0686798095703
69,train_0069,train,1,1,0.9357573986053467,24.245948791503906,8.857109069824219,222.01072692871094,236.11288452148438,82.69169616699219,81.78988647460938,187.40956115722656,85.62675476074219,132.01571655273438,138.52947998046875,85.4395523071289,180.80081176757812,175.98648071289062,184.1778106689453
70,train_0070,train,1,1,0.9320539236068726,24.54107666015625,8.456947326660156,220.327880859375,244.5045623779297,78.48848724365234,88.1104736328125,183.1349334716797,89.70547485351562,129.68865966796875,144.10491943359375,84.6115493774414,188.38525390625,173.00254821777344,189.7962646484375
71,train_0071,train,1,1,0.9320145845413208,24.00719451904297,9.368576049804688,220.6687774658203,237.16604614257812,79.20869445800781,83.8517074584961,182.02066040039062,83.453125,129.4408416748047,136.59445190429688,86.47006225585938,180.35108947753906,174.67269897460938,179.90316772460938
72,train_0072,train,0,1,0.929917573928833,16.29248809814453,2.9084930419921875,216.81907653808594,241.35997009277344,64.92912292480469,82.92298126220703,162.81790161132812,85.52108001708984,103.88591766357422,135.87652587890625,73.37541961669922,184.80776977539062,149.20651245117188,186.46351623535156
73,train_0073,train,0,1,0.7918972969055176,16.0665283203125,16.774757385253906,216.5042724609375,229.6096649169922,51.02601623535156,92.87232971191406,104.98587036132812,96.65794372558594,42.44268035888672,133.98342895507812,57.794677734375,176.50112915039062,95.5677719116211,180.25718688964844
74,train_0074,train,0,1,0.9267343878746033,22.122879028320312,12.405364990234375,211.76791381835938,243.53436279296875,71.75336456298828,113.02384948730469,163.68629455566406,116.2662353515625,109.875,166.96392822265625,78.14970397949219,203.39996337890625,149.9956512451172,206.07687377929688
75,train_0075,train,0,1,0.915208101272583,15.003257751464844,16.656326293945312,210.23800659179688,243.858642578125,66.64805603027344,95.62019348144531,158.2363739013672,108.06258392333984,94.61336517333984,153.51470947265625,60.56839370727539,192.5234832763672,134.16619873046875,203.78387451171875
76,train_0076,train,1,1,0.9246275424957275,16.817771911621094,15.085716247558594,212.33460998535156,247.1821746826172,56.62168502807617,98.33576202392578,149.9764404296875,97.91210174560547,89.86615753173828,145.81272888183594,67.2698745727539,195.92466735839844,141.46139526367188,194.55685424804688
77,train_0077,train,1,1,0.9110779166221619,16.144264221191406,7.569145202636719,221.0782928466797,252.0568084716797,71.68202209472656,80.38127899169922,169.3903045654297,98.08232879638672,102.20431518554688,145.33663940429688,60.933414459228516,188.16171264648438,135.86146545410156,203.87435913085938
78,train_0078,train,1,1,0.9056816697120667,15.735450744628906,20.59326934814453,220.10499572753906,239.6426544189453,78.65231323242188,100.12030029296875,168.33059692382812,120.76387786865234,105.61289978027344,161.8520965576172,64.21829223632812,192.4595184326172,134.67184448242188,209.77981567382812
79,train_0079,train,1,1,0.8945100903511047,13.5374755859375,23.94434356689453,212.19866943359375,234.98829650878906,69.255859375,81.08419799804688,161.02249145507812,88.66012573242188,108.10502624511719,133.43673706054688,70.4921875,181.10560607910156,143.431640625,186.19024658203125
80,train_0080,train,1,1,0.9142460227012634,22.14130401611328,10.839126586914062,212.7165069580078,245.0487060546875,57.05493927001953,98.85923767089844,148.1901397705078,96.71060943603516,89.94677734375,146.87278747558594,70.85769653320312,194.95947265625,141.6286163330078,192.3246612548828
81,train_0081,train,0,1,0.9252117872238159,13.318679809570312,17.13934326171875,207.81687927246094,243.18670654296875,63.2144660949707,104.230224609375,155.76490783691406,105.06429290771484,103.57637786865234,158.58914184570312,73.14767456054688,200.82508850097656,143.7652587890625,200.84133911132812
82,train_0082,train,0,1,0.9235708117485046,10.536918640136719,8.71124267578125,212.325439453125,261.6213684082031,70.48179626464844,107.359619140625,169.2334747314453,118.1234359741211,113.9479751586914,173.77780151367188,69.98352813720703,208.837890625,146.50128173828125,217.63827514648438
83,train_0083,train,0,1,0.9188480377197266,8.735641479492188,10.1954345703125,210.06744384765625,258.58856201171875,61.49745559692383,104.89280700683594,158.28933715820312,114.15186309814453,100.1952133178711,167.23330688476562,59.516117095947266,204.55014038085938,138.02354431152344,212.47402954101562
84,train_0084,train,0,1,0.9174386858940125,9.693260192871094,12.561370849609375,223.82713317871094,266.05853271484375,67.49470520019531,97.1365966796875,170.8737030029297,113.86968994140625,103.7524185180664,164.61679077148438,56.615760803222656,200.8322296142578,143.91726684570312,215.22671508789062
85,train_0085,train,0,1,0.8618242144584656,10.515388488769531,6.4795989990234375,225.54933166503906,262.2491760253906,80.63851165771484,104.18445587158203,181.16592407226562,121.63326263427734,124.8443374633789,176.9619903564453,68.79891204833984,209.07662963867188,148.17184448242188,223.89935302734375
86,train_0086,train,0,1,0.8720903396606445,22.938987731933594,15.851142883300781,215.73280334472656,251.51893615722656,90.7120361328125,125.26961517333984,185.3387451171875,130.80224609375,139.85679626464844,189.38941955566406,90.91014862060547,219.66465759277344,166.0619354248047,225.22976684570312
87,train_0087,train,0,1,0.8936176896095276,12.894195556640625,20.046714782714844,202.28404235839844,239.25706481933594,79.5989990234375,106.53500366210938,168.2333526611328,122.76567840576172,117.3836441040039,167.37139892578125,68.90216064453125,194.8426513671875,141.81344604492188,208.14398193359375
88,train_0088,train,0,1,0.9198070764541626,6.4084625244140625,17.87950897216797,194.09976196289062,249.42311096191406,57.62110900878906,110.83444213867188,151.4705810546875,119.76364135742188,96.63565063476562,170.6440887451172,55.58686828613281,205.38818359375,131.7514190673828,213.62606811523438
89,train_0089,train,0,1,0.9133539199829102,13.312416076660156,22.934288024902344,206.82493591308594,251.6002655029297,72.5803451538086,111.45201110839844,166.62277221679688,125.9781265258789,109.70895385742188,177.18853759765625,64.10686492919922,207.69113159179688,141.33489990234375,220.05482482910156
90,train_0090,train,0,1,0.9195723533630371,21.385986328125,13.206344604492188,205.65054321289062,252.54266357421875,81.53828430175781,108.53356170654297,178.24331665039062,116.1589584350586,126.37841796875,170.328125,82.20503997802734,204.82867431640625,162.52572631835938,211.07131958007812
91,train_0091,train,1,1,0.9165508151054382,17.770126342773438,10.371185302734375,210.3807830810547,242.03631591796875,75.52201843261719,70.24134063720703,174.05650329589844,75.1604995727539,119.47737884521484,129.6344757080078,79.07568359375,176.32241821289062,161.7626495361328,179.92544555664062
92,train_0092,train,1,1,0.9355137348175049,25.028350830078125,6.8463134765625,225.2821044921875,254.41278076171875,80.46487426757812,89.07064819335938,187.99307250976562,97.87078857421875,124.20286560058594,152.91595458984375,78.83726501464844,192.9859619140625,172.01353454589844,200.86520385742188
93,train_0093,train,1,1,0.9204553961753845,9.025413513183594,9.383941650390625,232.56381225585938,233.21844482421875,82.74300384521484,72.91954803466797,181.62527465820312,73.52743530273438,137.8169708251953,126.46208190917969,91.74690246582031,176.40640258789062,171.17271423339844,176.4796142578125
94,train_0094,train,1,1,0.9420529007911682,10.634284973144531,4.312919616699219,223.4180145263672,244.4843292236328,72.68429565429688,70.52183532714844,172.26217651367188,66.43785858154297,126.89119720458984,121.9962387084961,87.20597839355469,181.34942626953125,166.8953399658203,176.5196533203125
95,train_0095,train,1,1,0.9079676866531372,12.802070617675781,8.727180480957031,221.72613525390625,254.16578674316406,83.11888885498047,93.90912628173828,178.6073760986328,105.15125274658203,126.4676513671875,158.77212524414062,79.7452392578125,194.19842529296875,157.43975830078125,204.00225830078125
96,train_0096,train,1,1,0.9135863780975342,21.985137939453125,13.134231567382812,219.32107543945312,237.3199462890625,67.61024475097656,97.64684295654297,163.1373748779297,90.12196350097656,109.31913757324219,148.57745361328125,88.05946350097656,199.00900268554688,162.19996643066406,192.32284545898438
97,train_0097,train,1,1,0.9124863147735596,22.404205322265625,11.320053100585938,222.88278198242188,241.57431030273438,80.52574157714844,87.21212005615234,184.1390380859375,93.87067413330078,126.12081146240234,149.69061279296875,81.52766418457031,191.4474639892578,164.5695343017578,197.3584747314453
98,train_0098,train,1,1,0.9343045949935913,12.373092651367188,-0.822265625,232.40411376953125,259.7001953125,82.14290618896484,83.10575866699219,189.090087890625,89.09147644042969,135.8701171875,148.9099884033203,86.60999298095703,193.94818115234375,173.6161651611328,198.95912170410156
99,train_0099,train,0,1,0.9177125692367554,23.60753631591797,11.996025085449219,219.0760040283203,244.4100799560547,74.18882751464844,121.25749206542969,176.03741455078125,112.59672546386719,125.42597198486328,173.84609985351562,92.98634338378906,212.06015014648438,175.5251007080078,204.77835083007812
100,train_0100,train,0,1,0.9061692357063293,30.226593017578125,20.495384216308594,212.77975463867188,234.21543884277344,77.88130187988281,134.4468994140625,178.306640625,124.60383605957031,128.13197326660156,186.50469970703125,98.22942352294922,217.62176513671875,181.60711669921875,209.73074340820312
101,train_0101,train,0,1,0.9103522300720215,27.421058654785156,21.096710205078125,211.7385711669922,235.67181396484375,79.37801361083984,125.99732971191406,179.98696899414062,122.26433563232422,128.82672119140625,179.3898162841797,91.95782470703125,212.05386352539062,174.7874755859375,209.1597137451172
102,train_0102,train,0,1,0.902533233165741,25.724525451660156,14.211799621582031,224.1295623779297,243.3395233154297,79.90945434570312,120.53697204589844,187.78927612304688,119.34302520751953,129.2871551513672,177.96630859375,89.49718475341797,212.47952270507812,180.35809326171875,211.8973388671875
