global_index,sample_id,split,label,roi_index,roi_name,x1,y1,x2,y2,source,score
6,train_0006,train,0,1,upper_brow_forehead,38,0,224,65,yunet_landmark5,0.927584946155548
6,train_0006,train,0,2,left_periocular,38,44,116,131,yunet_landmark5,0.927584946155548
6,train_0006,train,0,3,right_periocular,146,44,224,131,yunet_landmark5,0.927584946155548
6,train_0006,train,0,4,nasal_midface,116,95,151,217,yunet_landmark5,0.927584946155548
6,train_0006,train,0,5,left_cheek_zygomatic,28,121,126,212,yunet_landmark5,0.927584946155548
6,train_0006,train,0,6,right_cheek_zygomatic,141,121,234,212,yunet_landmark5,0.927584946155548
6,train_0006,train,0,7,perioral_mouth,74,156,189,238,yunet_landmark5,0.927584946155548
6,train_0006,train,0,8,chin_mandible,78,227,185,256,yunet_landmark5,0.927584946155548
7,train_0007,train,0,1,upper_brow_forehead,31,0,208,54,yunet_landmark5,0.904382348060608
7,train_0007,train,0,2,left_periocular,31,34,105,121,yunet_landmark5,0.904382348060608
7,train_0007,train,0,3,right_periocular,133,33,208,121,yunet_landmark5,0.904382348060608
7,train_0007,train,0,4,nasal_midface,104,85,137,214,yunet_landmark5,0.904382348060608
7,train_0007,train,0,5,left_cheek_zygomatic,21,111,113,209,yunet_landmark5,0.904382348060608
7,train_0007,train,0,6,right_cheek_zygomatic,128,111,218,209,yunet_landmark5,0.904382348060608
7,train_0007,train,0,7,perioral_mouth,69,153,171,235,yunet_landmark5,0.904382348060608
7,train_0007,train,0,8,chin_mandible,72,224,168,256,yunet_landmark5,0.904382348060608
8,train_0008,train,0,1,upper_brow_forehead,38,0,229,65,yunet_landmark5,0.9301865696907043
8,train_0008,train,0,2,left_periocular,38,43,118,130,yunet_landmark5,0.9301865696907043
8,train_0008,train,0,3,right_periocular,148,47,229,134,yunet_landmark5,0.9301865696907043
8,train_0008,train,0,4,nasal_midface,113,96,149,220,yunet_landmark5,0.9301865696907043
8,train_0008,train,0,5,left_cheek_zygomatic,28,121,123,215,yunet_landmark5,0.9301865696907043
8,train_0008,train,0,6,right_cheek_zygomatic,139,121,239,215,yunet_landmark5,0.9301865696907043
8,train_0008,train,0,7,perioral_mouth,69,158,185,240,yunet_landmark5,0.9301865696907043
8,train_0008,train,0,8,chin_mandible,73,230,181,256,yunet_landmark5,0.9301865696907043
9,train_0009,train,0,1,upper_brow_forehead,44,0,231,61,yunet_landmark5,0.9306182861328124
9,train_0009,train,0,2,left_periocular,44,40,123,127,yunet_landmark5,0.9306182861328124
9,train_0009,train,0,3,right_periocular,152,42,231,129,yunet_landmark5,0.9306182861328124
9,train_0009,train,0,4,nasal_midface,120,92,155,217,yunet_landmark5,0.9306182861328124
9,train_0009,train,0,5,left_cheek_zygomatic,35,118,130,212,yunet_landmark5,0.9306182861328124
9,train_0009,train,0,6,right_cheek_zygomatic,145,118,241,212,yunet_landmark5,0.9306182861328124
9,train_0009,train,0,7,perioral_mouth,77,156,191,238,yunet_landmark5,0.9306182861328124
9,train_0009,train,0,8,chin_mandible,81,228,187,256,yunet_landmark5,0.9306182861328124
10,train_0010,train,0,1,upper_brow_forehead,36,0,216,61,yunet_landmark5,0.9337315559387208
10,train_0010,train,0,2,left_periocular,36,45,112,132,yunet_landmark5,0.9337315559387208
10,train_0010,train,0,3,right_periocular,140,36,216,123,yunet_landmark5,0.9337315559387208
10,train_0010,train,0,4,nasal_midface,118,91,152,215,yunet_landmark5,0.9337315559387208
10,train_0010,train,0,5,left_cheek_zygomatic,26,117,128,209,yunet_landmark5,0.9337315559387208
10,train_0010,train,0,6,right_cheek_zygomatic,143,117,226,209,yunet_landmark5,0.9337315559387208
10,train_0010,train,0,7,perioral_mouth,82,153,191,235,yunet_landmark5,0.9337315559387208
10,train_0010,train,0,8,chin_mandible,86,225,187,256,yunet_landmark5,0.9337315559387208
11,train_0011,train,0,1,upper_brow_forehead,43,0,209,66,yunet_landmark5,0.9060973525047302
11,train_0011,train,0,2,left_periocular,43,37,113,125,yunet_landmark5,0.9060973525047302
11,train_0011,train,0,3,right_periocular,139,53,209,140,yunet_landmark5,0.9060973525047302
11,train_0011,train,0,4,nasal_midface,104,96,135,214,yunet_landmark5,0.9060973525047302
11,train_0011,train,0,5,left_cheek_zygomatic,35,122,113,209,yunet_landmark5,0.9060973525047302
11,train_0011,train,0,6,right_cheek_zygomatic,127,122,218,209,yunet_landmark5,0.9060973525047302
11,train_0011,train,0,7,perioral_mouth,60,153,156,235,yunet_landmark5,0.9060973525047302
11,train_0011,train,0,8,chin_mandible,63,225,153,256,yunet_landmark5,0.9060973525047302
12,train_0012,train,1,1,upper_brow_forehead,32,0,216,64,yunet_landmark5,0.9231133460998536
12,train_0012,train,1,2,left_periocular,32,43,110,130,yunet_landmark5,0.9231133460998536
12,train_0012,train,1,3,right_periocular,139,44,216,131,yunet_landmark5,0.9231133460998536
12,train_0012,train,1,4,nasal_midface,104,95,139,210,yunet_landmark5,0.9231133460998536
12,train_0012,train,1,5,left_cheek_zygomatic,22,120,114,205,yunet_landmark5,0.9231133460998536
12,train_0012,train,1,6,right_cheek_zygomatic,129,120,226,205,yunet_landmark5,0.9231133460998536
12,train_0012,train,1,7,perioral_mouth,63,149,184,231,yunet_landmark5,0.9231133460998536
12,train_0012,train,1,8,chin_mandible,67,221,180,256,yunet_landmark5,0.9231133460998536
13,train_0013,train,1,1,upper_brow_forehead,39,0,218,70,yunet_landmark5,0.9178782105445862
13,train_0013,train,1,2,left_periocular,39,45,114,132,yunet_landmark5,0.9178782105445862
13,train_0013,train,1,3,right_periocular,142,53,218,140,yunet_landmark5,0.9178782105445862
13,train_0013,train,1,4,nasal_midface,103,100,137,212,yunet_landmark5,0.9178782105445862
13,train_0013,train,1,5,left_cheek_zygomatic,30,126,113,207,yunet_landmark5,0.9178782105445862
13,train_0013,train,1,6,right_cheek_zygomatic,128,126,227,207,yunet_landmark5,0.9178782105445862
13,train_0013,train,1,7,perioral_mouth,61,150,179,232,yunet_landmark5,0.9178782105445862
13,train_0013,train,1,8,chin_mandible,65,222,175,256,yunet_landmark5,0.9178782105445862
14,train_0014,train,1,1,upper_brow_forehead,26,0,222,61,yunet_landmark5,0.9288521409034728
14,train_0014,train,1,2,left_periocular,26,38,109,125,yunet_landmark5,0.9288521409034728
14,train_0014,train,1,3,right_periocular,139,43,222,130,yunet_landmark5,0.9288521409034728
14,train_0014,train,1,4,nasal_midface,98,92,135,209,yunet_landmark5,0.9288521409034728
14,train_0014,train,1,5,left_cheek_zygomatic,16,117,108,203,yunet_landmark5,0.9288521409034728
14,train_0014,train,1,6,right_cheek_zygomatic,125,117,232,203,yunet_landmark5,0.9288521409034728
14,train_0014,train,1,7,perioral_mouth,52,147,185,229,yunet_landmark5,0.9288521409034728
14,train_0014,train,1,8,chin_mandible,56,219,180,256,yunet_landmark5,0.9288521409034728
15,train_0015,train,1,1,upper_brow_forehead,34,0,209,73,yunet_landmark5,0.8914653062820435
15,train_0015,train,1,2,left_periocular,34,52,107,139,yunet_landmark5,0.8914653062820435
15,train_0015,train,1,3,right_periocular,135,53,209,141,yunet_landmark5,0.8914653062820435
15,train_0015,train,1,4,nasal_midface,95,104,128,221,yunet_landmark5,0.8914653062820435
15,train_0015,train,1,5,left_cheek_zygomatic,24,129,104,216,yunet_landmark5,0.8914653062820435
15,train_0015,train,1,6,right_cheek_zygomatic,119,129,218,216,yunet_landmark5,0.8914653062820435
15,train_0015,train,1,7,perioral_mouth,63,160,177,241,yunet_landmark5,0.8914653062820435
15,train_0015,train,1,8,chin_mandible,67,231,173,256,yunet_landmark5,0.8914653062820435
16,train_0016,train,1,1,upper_brow_forehead,35,0,233,69,yunet_landmark5,0.9122627377510072
16,train_0016,train,1,2,left_periocular,35,46,118,133,yunet_landmark5,0.9122627377510072
16,train_0016,train,1,3,right_periocular,150,51,233,138,yunet_landmark5,0.9122627377510072
16,train_0016,train,1,4,nasal_midface,111,100,149,213,yunet_landmark5,0.9122627377510072
16,train_0016,train,1,5,left_cheek_zygomatic,24,125,121,208,yunet_landmark5,0.9122627377510072
16,train_0016,train,1,6,right_cheek_zygomatic,138,125,244,208,yunet_landmark5,0.9122627377510072
16,train_0016,train,1,7,perioral_mouth,61,151,193,233,yunet_landmark5,0.9122627377510072
16,train_0016,train,1,8,chin_mandible,65,223,188,256,yunet_landmark5,0.9122627377510072
17,train_0017,train,1,1,upper_brow_forehead,37,0,231,69,yunet_landmark5,0.9228768348693848
17,train_0017,train,1,2,left_periocular,37,46,119,133,yunet_landmark5,0.9228768348693848
17,train_0017,train,1,3,right_periocular,149,51,231,138,yunet_landmark5,0.9228768348693848
17,train_0017,train,1,4,nasal_midface,110,100,147,213,yunet_landmark5,0.9228768348693848
17,train_0017,train,1,5,left_cheek_zygomatic,27,125,120,208,yunet_landmark5,0.9228768348693848
17,train_0017,train,1,6,right_cheek_zygomatic,136,125,241,208,yunet_landmark5,0.9228768348693848
17,train_0017,train,1,7,perioral_mouth,60,151,195,233,yunet_landmark5,0.9228768348693848
17,train_0017,train,1,8,chin_mandible,65,223,190,256,yunet_landmark5,0.9228768348693848
18,train_0018,train,0,1,upper_brow_forehead,33,0,193,95,yunet_landmark5,0.859621524810791
18,train_0018,train,0,2,left_periocular,33,74,100,161,yunet_landmark5,0.859621524810791
18,train_0018,train,0,3,right_periocular,126,75,193,162,yunet_landmark5,0.859621524810791
18,train_0018,train,0,4,nasal_midface,88,126,118,232,yunet_landmark5,0.859621524810791
18,train_0018,train,0,5,left_cheek_zygomatic,25,151,96,227,yunet_landmark5,0.859621524810791
18,train_0018,train,0,6,right_cheek_zygomatic,110,151,202,227,yunet_landmark5,0.859621524810791
18,train_0018,train,0,7,perioral_mouth,68,170,160,252,yunet_landmark5,0.859621524810791
18,train_0018,train,0,8,chin_mandible,71,242,157,256,yunet_landmark5,0.859621524810791
19,train_0019,train,0,1,upper_brow_forehead,43,0,181,94,yunet_landmark5,0.6984566450119019
19,train_0019,train,0,2,left_periocular,43,69,101,156,yunet_landmark5,0.6984566450119019
19,train_0019,train,0,3,right_periocular,123,79,181,166,yunet_landmark5,0.6984566450119019
19,train_0019,train,0,4,nasal_midface,78,125,104,235,yunet_landmark5,0.6984566450119019
19,train_0019,train,0,5,left_cheek_zygomatic,36,151,85,230,yunet_landmark5,0.6984566450119019
19,train_0019,train,0,6,right_cheek_zygomatic,97,151,188,230,yunet_landmark5,0.6984566450119019
19,train_0019,train,0,7,perioral_mouth,63,174,138,256,yunet_landmark5,0.6984566450119019
19,train_0019,train,0,8,chin_mandible,65,245,136,256,yunet_landmark5,0.6984566450119019
20,train_0020,train,0,1,upper_brow_forehead,42,0,205,78,yunet_landmark5,0.8188657164573669
20,train_0020,train,0,2,left_periocular,42,49,111,136,yunet_landmark5,0.8188657164573669
20,train_0020,train,0,3,right_periocular,136,67,205,154,yunet_landmark5,0.8188657164573669
20,train_0020,train,0,4,nasal_midface,92,109,123,221,yunet_landmark5,0.8188657164573669
20,train_0020,train,0,5,left_cheek_zygomatic,33,135,100,216,yunet_landmark5,0.8188657164573669
20,train_0020,train,0,6,right_cheek_zygomatic,114,135,214,216,yunet_landmark5,0.8188657164573669
20,train_0020,train,0,7,perioral_mouth,51,160,149,242,yunet_landmark5,0.8188657164573669
20,train_0020,train,0,8,chin_mandible,55,231,146,256,yunet_landmark5,0.8188657164573669
21,train_0021,train,0,1,upper_brow_forehead,40,0,199,76,yunet_landmark5,0.8395134210586548
21,train_0021,train,0,2,left_periocular,40,49,107,136,yunet_landmark5,0.8395134210586548
21,train_0021,train,0,3,right_periocular,132,62,199,150,yunet_landmark5,0.8395134210586548
21,train_0021,train,0,4,nasal_midface,91,107,122,222,yunet_landmark5,0.8395134210586548
21,train_0021,train,0,5,left_cheek_zygomatic,31,133,100,216,yunet_landmark5,0.8395134210586548
21,train_0021,train,0,6,right_cheek_zygomatic,113,133,208,216,yunet_landmark5,0.8395134210586548
21,train_0021,train,0,7,perioral_mouth,56,160,151,242,yunet_landmark5,0.8395134210586548
21,train_0021,train,0,8,chin_mandible,59,232,148,256,yunet_landmark5,0.8395134210586548
22,train_0022,train,0,1,upper_brow_forehead,45,0,225,82,yunet_landmark5,0.8857521414756775
22,train_0022,train,0,2,left_periocular,45,49,121,136,yunet_landmark5,0.8857521414756775
22,train_0022,train,0,3,right_periocular,149,75,225,162,yunet_landmark5,0.8857521414756775
22,train_0022,train,0,4,nasal_midface,104,113,138,233,yunet_landmark5,0.8857521414756775
22,train_0022,train,0,5,left_cheek_zygomatic,36,139,113,228,yunet_landmark5,0.8857521414756775
22,train_0022,train,0,6,right_cheek_zygomatic,128,139,234,228,yunet_landmark5,0.8857521414756775
22,train_0022,train,0,7,perioral_mouth,50,171,155,253,yunet_landmark5,0.8857521414756775
22,train_0022,train,0,8,chin_mandible,53,243,151,256,yunet_landmark5,0.8857521414756775
23,train_0023,train,0,1,upper_brow_forehead,40,0,203,80,yunet_landmark5,0.7463512420654297
23,train_0023,train,0,2,left_periocular,40,54,109,141,yunet_landmark5,0.7463512420654297
23,train_0023,train,0,3,right_periocular,134,65,203,152,yunet_landmark5,0.7463512420654297
23,train_0023,train,0,4,nasal_midface,93,111,124,225,yunet_landmark5,0.7463512420654297
23,train_0023,train,0,5,left_cheek_zygomatic,32,137,102,220,yunet_landmark5,0.7463512420654297
23,train_0023,train,0,6,right_cheek_zygomatic,116,137,212,220,yunet_landmark5,0.7463512420654297
23,train_0023,train,0,7,perioral_mouth,59,164,155,246,yunet_landmark5,0.7463512420654297
23,train_0023,train,0,8,chin_mandible,62,235,152,256,yunet_landmark5,0.7463512420654297
24,train_0024,train,0,1,upper_brow_forehead,40,0,226,70,yunet_landmark5,0.8963608145713806
24,train_0024,train,0,2,left_periocular,40,40,118,127,yunet_landmark5,0.8963608145713806
24,train_0024,train,0,3,right_periocular,147,59,226,146,yunet_landmark5,0.8963608145713806
24,train_0024,train,0,4,nasal_midface,102,101,138,222,yunet_landmark5,0.8963608145713806
24,train_0024,train,0,5,left_cheek_zygomatic,30,127,112,217,yunet_landmark5,0.8963608145713806
24,train_0024,train,0,6,right_cheek_zygomatic,128,127,235,217,yunet_landmark5,0.8963608145713806
24,train_0024,train,0,7,perioral_mouth,51,161,167,243,yunet_landmark5,0.8963608145713806
24,train_0024,train,0,8,chin_mandible,55,232,163,256,yunet_landmark5,0.8963608145713806
25,train_0025,train,0,1,upper_brow_forehead,22,0,191,72,yunet_landmark5,0.8473196625709534
25,train_0025,train,0,2,left_periocular,22,43,93,130,yunet_landmark5,0.8473196625709534
25,train_0025,train,0,3,right_periocular,120,60,191,147,yunet_landmark5,0.8473196625709534
25,train_0025,train,0,4,nasal_midface,64,103,96,224,yunet_landmark5,0.8473196625709534
25,train_0025,train,0,5,left_cheek_zygomatic,13,128,73,219,yunet_landmark5,0.8473196625709534
25,train_0025,train,0,6,right_cheek_zygomatic,88,128,200,219,yunet_landmark5,0.8473196625709534
25,train_0025,train,0,7,perioral_mouth,39,163,134,245,yunet_landmark5,0.8473196625709534
25,train_0025,train,0,8,chin_mandible,42,234,131,256,yunet_landmark5,0.8473196625709534
26,train_0026,train,1,1,upper_brow_forehead,26,0,238,92,yunet_landmark5,0.910849928855896
26,train_0026,train,1,2,left_periocular,26,67,115,154,yunet_landmark5,0.910849928855896
26,train_0026,train,1,3,right_periocular,149,76,238,163,yunet_landmark5,0.910849928855896
26,train_0026,train,1,4,nasal_midface,102,123,142,246,yunet_landmark5,0.910849928855896
26,train_0026,train,1,5,left_cheek_zygomatic,15,148,113,240,yunet_landmark5,0.910849928855896
26,train_0026,train,1,6,right_cheek_zygomatic,131,148,249,240,yunet_landmark5,0.910849928855896
26,train_0026,train,1,7,perioral_mouth,56,184,185,256,yunet_landmark5,0.910849928855896
26,train_0026,train,1,8,chin_mandible,60,255,180,256,yunet_landmark5,0.910849928855896
27,train_0027,train,1,1,upper_brow_forehead,42,0,237,102,yunet_landmark5,0.8943847417831421
27,train_0027,train,1,2,left_periocular,42,74,124,161,yunet_landmark5,0.8943847417831421
27,train_0027,train,1,3,right_periocular,155,88,237,175,yunet_landmark5,0.8943847417831421
27,train_0027,train,1,4,nasal_midface,115,132,152,246,yunet_landmark5,0.8943847417831421
27,train_0027,train,1,5,left_cheek_zygomatic,32,158,126,241,yunet_landmark5,0.8943847417831421
27,train_0027,train,1,6,right_cheek_zygomatic,142,158,248,241,yunet_landmark5,0.8943847417831421
27,train_0027,train,1,7,perioral_mouth,65,185,179,256,yunet_landmark5,0.8943847417831421
27,train_0027,train,1,8,chin_mandible,69,255,176,256,yunet_landmark5,0.8943847417831421
28,train_0028,train,1,1,upper_brow_forehead,44,0,212,99,yunet_landmark5,0.8120915293693542
28,train_0028,train,1,2,left_periocular,44,72,115,159,yunet_landmark5,0.8120915293693542
28,train_0028,train,1,3,right_periocular,141,85,212,172,yunet_landmark5,0.8120915293693542
28,train_0028,train,1,4,nasal_midface,97,130,129,241,yunet_landmark5,0.8120915293693542
28,train_0028,train,1,5,left_cheek_zygomatic,35,156,106,236,yunet_landmark5,0.8120915293693542
28,train_0028,train,1,6,right_cheek_zygomatic,120,156,220,236,yunet_landmark5,0.8120915293693542
28,train_0028,train,1,7,perioral_mouth,64,180,161,256,yunet_landmark5,0.8120915293693542
28,train_0028,train,1,8,chin_mandible,67,252,157,256,yunet_landmark5,0.8120915293693542
29,train_0029,train,1,1,upper_brow_forehead,52,0,227,95,yunet_landmark5,0.8517554998397827
29,train_0029,train,1,2,left_periocular,52,65,126,152,yunet_landmark5,0.8517554998397827
29,train_0029,train,1,3,right_periocular,153,84,227,171,yunet_landmark5,0.8517554998397827
29,train_0029,train,1,4,nasal_midface,115,126,149,239,yunet_landmark5,0.8517554998397827
29,train_0029,train,1,5,left_cheek_zygomatic,43,151,125,234,yunet_landmark5,0.8517554998397827
29,train_0029,train,1,6,right_cheek_zygomatic,139,151,236,234,yunet_landmark5,0.8517554998397827
29,train_0029,train,1,7,perioral_mouth,60,177,167,256,yunet_landmark5,0.8517554998397827
29,train_0029,train,1,8,chin_mandible,63,249,163,256,yunet_landmark5,0.8517554998397827
30,train_0030,train,1,1,upper_brow_forehead,35,0,222,91,yunet_landmark5,0.8960030674934387
30,train_0030,train,1,2,left_periocular,35,65,114,152,yunet_landmark5,0.8960030674934387
30,train_0030,train,1,3,right_periocular,143,75,222,162,yunet_landmark5,0.8960030674934387
30,train_0030,train,1,4,nasal_midface,101,121,136,236,yunet_landmark5,0.8960030674934387
30,train_0030,train,1,5,left_cheek_zygomatic,25,147,111,231,yunet_landmark5,0.8960030674934387
30,train_0030,train,1,6,right_cheek_zygomatic,126,147,232,231,yunet_landmark5,0.8960030674934387
30,train_0030,train,1,7,perioral_mouth,56,175,173,256,yunet_landmark5,0.8960030674934387
30,train_0030,train,1,8,chin_mandible,60,246,169,256,yunet_landmark5,0.8960030674934387
31,train_0031,train,1,1,upper_brow_forehead,3,0,175,97,yunet_landmark5,0.8876581192016602
31,train_0031,train,1,2,left_periocular,3,75,75,162,yunet_landmark5,0.8876581192016602
31,train_0031,train,1,3,right_periocular,102,78,175,165,yunet_landmark5,0.8876581192016602
31,train_0031,train,1,4,nasal_midface,43,128,76,242,yunet_landmark5,0.8876581192016602
31,train_0031,train,1,5,left_cheek_zygomatic,0,153,52,237,yunet_landmark5,0.8876581192016602
31,train_0031,train,1,6,right_cheek_zygomatic,67,153,184,237,yunet_landmark5,0.8876581192016602
31,train_0031,train,1,7,perioral_mouth,39,181,141,256,yunet_landmark5,0.8876581192016602
31,train_0031,train,1,8,chin_mandible,42,252,137,256,yunet_landmark5,0.8876581192016602
32,train_0032,train,1,1,upper_brow_forehead,36,0,222,90,yunet_landmark5,0.8924677968025208
32,train_0032,train,1,2,left_periocular,36,63,114,150,yunet_landmark5,0.8924677968025208
32,train_0032,train,1,3,right_periocular,144,76,222,163,yunet_landmark5,0.8924677968025208
32,train_0032,train,1,4,nasal_midface,101,121,136,241,yunet_landmark5,0.8924677968025208
32,train_0032,train,1,5,left_cheek_zygomatic,26,146,111,236,yunet_landmark5,0.8924677968025208
32,train_0032,train,1,6,right_cheek_zygomatic,126,146,232,236,yunet_landmark5,0.8924677968025208
32,train_0032,train,1,7,perioral_mouth,55,179,166,256,yunet_landmark5,0.8924677968025208
32,train_0032,train,1,8,chin_mandible,59,251,162,256,yunet_landmark5,0.8924677968025208
33,train_0033,train,1,1,upper_brow_forehead,38,0,220,97,yunet_landmark5,0.9010720252990724
33,train_0033,train,1,2,left_periocular,38,72,114,159,yunet_landmark5,0.9010720252990724
33,train_0033,train,1,3,right_periocular,143,81,220,168,yunet_landmark5,0.9010720252990724
33,train_0033,train,1,4,nasal_midface,102,128,137,238,yunet_landmark5,0.9010720252990724
33,train_0033,train,1,5,left_cheek_zygomatic,28,153,112,233,yunet_landmark5,0.9010720252990724
33,train_0033,train,1,6,right_cheek_zygomatic,127,153,229,233,yunet_landmark5,0.9010720252990724
33,train_0033,train,1,7,perioral_mouth,63,177,174,256,yunet_landmark5,0.9010720252990724
33,train_0033,train,1,8,chin_mandible,66,248,171,256,yunet_landmark5,0.9010720252990724
34,train_0034,train,1,1,upper_brow_forehead,27,0,216,85,yunet_landmark5,0.9163636565208436
34,train_0034,train,1,2,left_periocular,27,61,107,148,yunet_landmark5,0.9163636565208436
34,train_0034,train,1,3,right_periocular,137,69,216,156,yunet_landmark5,0.9163636565208436
34,train_0034,train,1,4,nasal_midface,93,116,129,231,yunet_landmark5,0.9163636565208436
34,train_0034,train,1,5,left_cheek_zygomatic,18,142,103,226,yunet_landmark5,0.9163636565208436
34,train_0034,train,1,6,right_cheek_zygomatic,119,142,226,226,yunet_landmark5,0.9163636565208436
34,train_0034,train,1,7,perioral_mouth,51,170,174,252,yunet_landmark5,0.9163636565208436
34,train_0034,train,1,8,chin_mandible,56,242,170,256,yunet_landmark5,0.9163636565208436
35,train_0035,train,1,1,upper_brow_forehead,27,0,207,79,yunet_landmark5,0.9161442518234252
35,train_0035,train,1,2,left_periocular,27,59,103,146,yunet_landmark5,0.9161442518234252
35,train_0035,train,1,3,right_periocular,131,57,207,144,yunet_landmark5,0.9161442518234252
35,train_0035,train,1,4,nasal_midface,94,109,128,226,yunet_landmark5,0.9161442518234252
35,train_0035,train,1,5,left_cheek_zygomatic,18,135,103,221,yunet_landmark5,0.9161442518234252
35,train_0035,train,1,6,right_cheek_zygomatic,119,135,217,221,yunet_landmark5,0.9161442518234252
35,train_0035,train,1,7,perioral_mouth,64,165,174,247,yunet_landmark5,0.9161442518234252
35,train_0035,train,1,8,chin_mandible,68,237,171,256,yunet_landmark5,0.9161442518234252
36,train_0036,train,0,1,upper_brow_forehead,27,0,229,98,yunet_landmark5,0.9195241332054138
36,train_0036,train,0,2,left_periocular,27,74,112,161,yunet_landmark5,0.9195241332054138
36,train_0036,train,0,3,right_periocular,144,81,229,168,yunet_landmark5,0.9195241332054138
36,train_0036,train,0,4,nasal_midface,102,129,140,244,yunet_landmark5,0.9195241332054138
36,train_0036,train,0,5,left_cheek_zygomatic,16,154,113,239,yunet_landmark5,0.9195241332054138
